,Date,Open,High,Low,Close,Adj Close,Volume,MA50
49,2022-03-15,3659.0,3659.0,3585.39990234375,3593.89990234375,3455.0595703125,3651133,3741.4059765625
50,2022-03-16,3640.5,3668.0,3616.25,3655.89990234375,3514.6650390625,3090475,3738.168974609375
51,2022-03-17,3696.60009765625,3710.0,3660.300048828125,3672.75,3530.864013671875,3600452,3733.928974609375
52,2022-03-21,3696.0,3713.949951171875,3615.0,3626.699951171875,3486.5927734375,2413831,3729.243974609375
53,2022-03-22,3640.0,3711.0,3625.0,3700.949951171875,3557.974365234375,2907611,3727.113974609375
54,2022-03-23,3708.0,3729.800048828125,3690.0,3712.39990234375,3568.982177734375,1596195,3724.29197265625
55,2022-03-24,3700.0,3758.199951171875,3695.0,3749.85009765625,3604.98583984375,1879046,3721.69197265625
56,2022-03-25,3759.89990234375,3779.5,3672.0,3707.449951171875,3564.223388671875,1690133,3717.522973632813
57,2022-03-28,3695.0,3713.0,3661.199951171875,3707.699951171875,3564.463623046875,1760990,3714.478974609375
58,2022-03-29,3694.75,3722.0,3691.0,3705.35009765625,3562.20458984375,2689063,3710.627978515625
59,2022-03-30,3738.0,3738.0,3706.199951171875,3731.550048828125,3587.392333984375,1583455,3705.895981445312
60,2022-03-31,3740.0,3754.64990234375,3720.199951171875,3739.949951171875,3595.4677734375,2168110,3700.311982421875
61,2022-04-01,3748.0,3763.0,3728.050048828125,3758.75,3613.54150390625,1387014,3695.67498046875
62,2022-04-04,3762.0,3780.0,3737.10009765625,3770.35009765625,3624.693115234375,1472994,3692.788984375
63,2022-04-05,3772.0,3835.60009765625,3772.0,3814.800048828125,3667.42626953125,2314947,3692.553984375
64,2022-04-06,3809.300048828125,3809.300048828125,3731.14990234375,3755.35009765625,3610.272705078125,2051729,3690.990986328125
65,2022-04-07,3745.5,3745.5,3679.0,3684.14990234375,3541.822998046875,2494829,3689.246982421875
66,2022-04-08,3690.0,3705.0,3642.5,3685.64990234375,3543.265625,2296773,3687.561982421875
67,2022-04-11,3690.0,3712.35009765625,3656.10009765625,3696.39990234375,3553.600341796875,2291660,3688.50498046875
68,2022-04-12,3683.0,3739.0,3648.35009765625,3691.10009765625,3548.505126953125,4483476,3688.525981445313
69,2022-04-13,3707.0,3709.85009765625,3655.550048828125,3661.949951171875,3520.481201171875,1621672,3687.03998046875
70,2022-04-18,3610.0,3610.0,3522.5,3528.050048828125,3391.75390625,3820792,3681.5879833984377
71,2022-04-19,3550.0,3563.550048828125,3439.14990234375,3471.89990234375,3337.77294921875,3170014,3673.901982421875
72,2022-04-20,3500.0,3569.14990234375,3480.0,3556.800048828125,3419.393310546875,2640370,3668.545981445313
73,2022-04-21,3580.0,3644.0,3567.39990234375,3628.64990234375,3488.467529296875,2280996,3664.820981445313
74,2022-04-22,3581.10009765625,3617.0,3571.5,3612.550048828125,3472.989501953125,1581465,3661.491982421875
75,2022-04-25,3558.0,3584.0,3533.10009765625,3548.199951171875,3411.125244140625,1960694,3657.586982421875
76,2022-04-26,3575.14990234375,3587.89990234375,3518.14990234375,3546.300048828125,3409.299072265625,1943469,3653.301982421875
77,2022-04-27,3546.0,3568.449951171875,3506.300048828125,3561.199951171875,3423.623046875,1727648,3649.118979492188
78,2022-04-28,3588.0,3604.39990234375,3538.050048828125,3584.300048828125,3445.8310546875,1703660,3646.9059814453126
79,2022-04-29,3597.0,3623.25,3536.85009765625,3546.699951171875,3409.683349609375,2051115,3643.16498046875
80,2022-05-02,3519.89990234375,3547.949951171875,3492.75,3542.39990234375,3405.5498046875,1324161,3637.656977539063
81,2022-05-04,3538.5,3545.449951171875,3465.300048828125,3479.75,3345.319580078125,2305825,3630.9899755859374
82,2022-05-05,3512.10009765625,3533.0,3485.35009765625,3513.39990234375,3377.66943359375,1612262,3625.573974609375
83,2022-05-06,3459.0,3474.5,3424.5,3432.60009765625,3299.991455078125,2010812,3618.347978515625
84,2022-05-09,3398.0,3456.0,3346.85009765625,3445.10009765625,3312.008544921875,2481830,3612.861982421875
85,2022-05-10,3434.0,3464.800048828125,3422.0,3438.75,3305.904052734375,1622685,3609.908984375
86,2022-05-11,3435.0,3448.449951171875,3382.14990234375,3412.0,3280.187255859375,1841769,3606.8729833984376
87,2022-05-12,3378.0,3449.699951171875,3350.10009765625,3408.64990234375,3276.966796875,2807195,3607.012983398437
88,2022-05-13,3435.0,3439.89990234375,3382.14990234375,3414.89990234375,3282.97509765625,2187823,3604.895981445312
89,2022-05-16,3415.0,3430.0,3366.60009765625,3376.800048828125,3246.34716796875,1195813,3601.347983398437
90,2022-05-17,3370.0,3467.0,3350.39990234375,3451.60009765625,3318.257568359375,1754076,3599.456987304688
91,2022-05-18,3465.0,3495.0,3443.050048828125,3448.800048828125,3315.5654296875,1866781,3597.544990234375
92,2022-05-19,3397.0,3405.0,3230.0,3261.949951171875,3135.933837890625,4642963,3592.296987304688
93,2022-05-20,3310.0,3313.89990234375,3270.050048828125,3293.0,3165.784423828125,3065125,3588.4589892578124
94,2022-05-23,3304.800048828125,3338.89990234375,3267.0,3321.75,3193.423828125,2293690,3582.894990234375
95,2022-05-24,3315.14990234375,3324.85009765625,3275.60009765625,3288.0,3160.9775390625,1711510,3576.00298828125
96,2022-05-25,3292.85009765625,3292.85009765625,3154.050048828125,3167.64990234375,3065.7900390625,3548046,3566.936987304688
97,2022-05-26,3191.0,3241.5,3180.550048828125,3226.949951171875,3123.18310546875,2813186,3559.49298828125
98,2022-05-27,3253.199951171875,3278.89990234375,3229.199951171875,3261.300048828125,3156.4287109375,3103153,3551.8589892578125
99,2022-05-30,3297.0,3386.60009765625,3286.35009765625,3375.25,3266.71435546875,2094624,3547.4859912109373
100,2022-05-31,3354.14990234375,3383.39990234375,3325.0,3364.35009765625,3256.1650390625,4840965,3541.654995117188
101,2022-06-01,3388.0,3388.0,3340.050048828125,3355.199951171875,3247.30908203125,1493835,3535.303994140625
102,2022-06-02,3355.0,3432.0,3346.300048828125,3423.0,3312.928955078125,2657939,3531.229995117188
103,2022-06-03,3459.39990234375,3477.300048828125,3431.199951171875,3440.14990234375,3329.52734375,1913622,3526.013994140625
104,2022-06-06,3418.0,3453.0,3377.14990234375,3430.949951171875,3320.623046875,1084210,3520.3849951171874
105,2022-06-07,3401.050048828125,3418.85009765625,3356.0,3362.699951171875,3254.56787109375,2308256,3512.6419921875
106,2022-06-08,3380.14990234375,3413.949951171875,3346.5,3404.14990234375,3294.685302734375,2185707,3506.575991210937
107,2022-06-09,3385.0,3437.0,3353.10009765625,3427.10009765625,3316.8974609375,1279197,3500.963994140625
108,2022-06-10,3382.0,3393.0,3352.0,3359.89990234375,3251.85791015625,1527582,3494.054990234375
109,2022-06-13,3290.0,3293.0,3192.449951171875,3219.60009765625,3116.06982421875,3030921,3483.8159912109377
110,2022-06-14,3190.0,3238.89990234375,3174.699951171875,3210.550048828125,3107.310546875,2611493,3473.2279931640624
111,2022-06-15,3218.5,3234.0,3201.0,3206.300048828125,3103.197265625,1404536,3462.178994140625
112,2022-06-16,3240.0,3244.85009765625,3133.050048828125,3142.0,3040.96484375,2032028,3449.6119921875
113,2022-06-17,3092.0,3118.75,3023.85009765625,3088.89990234375,2989.572021484375,5240434,3435.0939892578126
114,2022-06-20,3094.0,3138.75,3069.0,3112.39990234375,3012.316650390625,1502769,3422.2349853515625
115,2022-06-21,3130.0,3237.75,3125.39990234375,3211.949951171875,3108.665771484375,2964461,3412.790986328125
116,2022-06-22,3199.89990234375,3250.550048828125,3183.0,3222.949951171875,3119.31201171875,3336315,3403.5369873046875
117,2022-06-23,3222.949951171875,3318.0,3222.949951171875,3308.800048828125,3202.4013671875,3692578,3395.784990234375
118,2022-06-24,3339.0,3345.0,3277.5,3293.10009765625,3187.2060546875,2132118,3387.824990234375
119,2022-06-27,3350.0,3362.89990234375,3306.5,3314.699951171875,3208.11181640625,2037686,3380.879990234375
120,2022-06-28,3307.0,3330.0,3272.60009765625,3318.14990234375,3211.450439453125,1400046,3376.6819873046875
121,2022-06-29,3271.0,3333.0,3271.0,3290.5,3184.689697265625,2133994,3373.0539892578126
122,2022-06-30,3272.0,3310.89990234375,3255.0,3267.10009765625,3162.042236328125,2719603,3367.259990234375
123,2022-07-01,3260.0,3333.0,3252.050048828125,3315.10009765625,3208.49853515625,1502879,3360.988994140625
124,2022-07-04,3312.0,3317.949951171875,3225.050048828125,3235.050048828125,3131.02294921875,2622535,3353.438994140625
125,2022-07-05,3255.0,3272.0,3206.949951171875,3216.300048828125,3112.875732421875,2170627,3346.80099609375
126,2022-07-06,3218.5,3268.5,3202.25,3260.75,3155.896484375,2182144,3341.0899951171878
127,2022-07-07,3271.0,3319.39990234375,3265.050048828125,3287.85009765625,3182.124755859375,1989921,3335.622998046875
128,2022-07-08,3300.0,3305.0,3250.0,3265.449951171875,3160.445068359375,2136916,3329.24599609375
129,2022-07-11,3206.14990234375,3225.0,3106.0,3113.800048828125,3013.671630859375,6974600,3320.587998046875
130,2022-07-12,3114.89990234375,3136.199951171875,3080.25,3084.699951171875,2985.50732421875,3734815,3311.433999023437
131,2022-07-13,3104.0,3110.0,3035.0,3038.75,2941.03515625,3863530,3302.6139990234374
132,2022-07-14,3056.0,3057.0,2967.0,2998.75,2909.982421875,4764908,3292.3210009765626
133,2022-07-15,3018.550048828125,3028.89990234375,2953.0,2994.60009765625,2905.955322265625,4574806,3283.5610009765624
134,2022-07-18,3023.0,3076.949951171875,3014.300048828125,3063.5,2972.815673828125,3202795,3275.9289990234374
135,2022-07-19,3030.050048828125,3078.949951171875,3030.050048828125,3074.25,2983.247314453125,1865074,3268.638999023437
136,2022-07-20,3107.800048828125,3171.949951171875,3098.050048828125,3164.800048828125,3071.116943359375,3402251,3263.695
137,2022-07-21,3167.0,3184.0,3144.050048828125,3177.300048828125,3083.2470703125,2420640,3259.0680029296877
138,2022-07-22,3185.0,3197.0,3143.5,3171.0,3077.133544921875,2075886,3254.1900048828124
139,2022-07-25,3165.0,3186.449951171875,3149.10009765625,3166.75,3073.009033203125,1797504,3249.98900390625
140,2022-07-26,3164.699951171875,3168.89990234375,3096.5,3115.89990234375,3023.66455078125,2639367,3243.275
141,2022-07-27,3115.0,3194.10009765625,3110.0,3188.85009765625,3094.455078125,1389808,3238.0760009765627
142,2022-07-28,3216.0,3264.0,3201.64990234375,3260.5,3163.98388671875,2106333,3238.047001953125
143,2022-07-29,3290.0,3317.300048828125,3275.0,3301.89990234375,3204.15869140625,2430257,3238.225
144,2022-08-01,3327.0,3327.0,3271.0,3298.800048828125,3201.150146484375,1306913,3237.7660009765623
145,2022-08-02,3290.0,3312.89990234375,3271.64990234375,3291.800048828125,3194.357666015625,1269114,3237.842001953125
146,2022-08-03,3280.0,3349.0,3277.050048828125,3339.5,3240.6455078125,2895824,3241.27900390625
147,2022-08-04,3350.0,3387.89990234375,3307.35009765625,3354.949951171875,3255.63818359375,2150567,3243.83900390625
148,2022-08-05,3361.199951171875,3377.0,3355.0,3365.050048828125,3265.439208984375,1106933,3245.91400390625
149,2022-08-08,3365.0,3378.89990234375,3336.0,3374.449951171875,3274.56103515625,1068836,3245.898002929688
150,2022-08-10,3385.0,3385.0,3335.0,3354.25,3254.959228515625,1878359,3245.6960009765626
151,2022-08-11,3400.0,3428.699951171875,3375.050048828125,3422.5,3321.188720703125,1449248,3247.042001953125
152,2022-08-12,3419.0,3419.0,3381.25,3401.550048828125,3300.858642578125,1472354,3246.613002929688
153,2022-08-16,3411.0,3414.85009765625,3387.5,3392.699951171875,3292.270751953125,839942,3245.66400390625
154,2022-08-17,3385.10009765625,3417.949951171875,3371.10009765625,3401.10009765625,3300.42236328125,1622326,3245.0670068359377
155,2022-08-18,3390.0,3392.0,3362.0,3381.25,3281.15966796875,1430659,3245.4380078125
156,2022-08-19,3387.0,3421.5,3371.25,3385.75,3285.526611328125,1398410,3245.070009765625
157,2022-08-22,3365.0,3384.10009765625,3347.39990234375,3354.550048828125,3255.250244140625,1536532,3243.6190087890627
158,2022-08-23,3319.949951171875,3341.89990234375,3270.0,3284.60009765625,3187.37109375,1849256,3242.1130126953126
159,2022-08-24,3292.0,3308.0,3250.199951171875,3255.35009765625,3158.986572265625,1691923,3242.8280126953123
160,2022-08-25,3276.0,3278.14990234375,3214.75,3218.199951171875,3122.936279296875,1946930,3242.981010742188
161,2022-08-26,3234.300048828125,3257.0,3216.800048828125,3222.199951171875,3126.81787109375,1457962,3243.2990087890626
162,2022-08-29,3125.0,3142.699951171875,3081.0,3132.550048828125,3039.821533203125,2539173,3243.110009765625
163,2022-08-30,3155.0,3226.5,3142.10009765625,3211.14990234375,3116.0947265625,3431525,3245.555009765625
164,2022-09-01,3190.0,3190.0,3121.0,3131.699951171875,3038.99658203125,3546935,3245.941010742188
165,2022-09-02,3163.0,3163.0,3120.300048828125,3130.39990234375,3037.735107421875,2052900,3244.310009765625
166,2022-09-05,3123.64990234375,3147.949951171875,3112.25,3133.39990234375,3040.646484375,2147912,3242.5190087890624
167,2022-09-06,3135.5,3140.85009765625,3106.35009765625,3127.050048828125,3034.484619140625,1936453,3238.8840087890626
168,2022-09-07,3102.0,3161.89990234375,3102.0,3149.60009765625,3056.366943359375,1291534,3236.0140087890627
169,2022-09-08,3170.0,3183.5,3160.10009765625,3169.64990234375,3075.823486328125,1346113,3233.1130078125
170,2022-09-09,3195.0,3233.5,3168.5,3217.64990234375,3122.40234375,1561185,3231.1030078125
171,2022-09-12,3239.89990234375,3269.800048828125,3225.0,3242.949951171875,3146.95361328125,1785928,3230.1520068359373
172,2022-09-13,3263.449951171875,3263.449951171875,3225.0,3229.35009765625,3133.756103515625,1972678,3229.3970068359376
173,2022-09-14,3135.0,3141.39990234375,3113.800048828125,3120.39990234375,3028.03125,5090269,3225.503002929688
174,2022-09-15,3130.0,3137.75,3100.0,3104.35009765625,3012.456298828125,2138023,3222.88900390625
175,2022-09-16,3076.0,3094.35009765625,3000.0,3008.699951171875,2919.6376953125,5322221,3218.737001953125
176,2022-09-19,3036.0,3042.0,2987.800048828125,3028.800048828125,2939.142822265625,2072220,3214.0980029296875
177,2022-09-20,3050.0,3079.949951171875,3030.0,3040.300048828125,2950.30224609375,1544295,3209.147001953125
178,2022-09-21,3028.0,3041.39990234375,2998.14990234375,3001.199951171875,2912.35986328125,2253818,3203.862001953125
179,2022-09-22,2990.0,3029.949951171875,2979.300048828125,3007.39990234375,2918.376220703125,2017983,3201.7339990234377
180,2022-09-23,3004.0,3022.5,2979.0,2982.050048828125,2893.77685546875,2652374,3199.6810009765627
181,2022-09-26,2959.85009765625,3025.85009765625,2926.10009765625,2994.39990234375,2905.760986328125,2925489,3198.7939990234377
182,2022-09-27,3009.39990234375,3025.0,2976.0,3017.449951171875,2928.128662109375,2227447,3199.167998046875
183,2022-09-28,2980.0,3049.949951171875,2980.0,3035.64990234375,2945.789794921875,2739767,3199.988994140625
184,2022-09-29,3054.0,3055.85009765625,2990.0,2997.300048828125,2908.575439453125,2493902,3198.664995117188
185,2022-09-30,2990.85009765625,3019.699951171875,2950.10009765625,3004.550048828125,2915.61083984375,2817353,3197.27099609375
186,2022-10-03,2995.0,3020.699951171875,2974.0,2984.949951171875,2896.590576171875,1763331,3193.673994140625
187,2022-10-04,3029.949951171875,3098.0,3023.0,3091.14990234375,2999.64697265625,2145875,3191.950991210937
188,2022-10-06,3111.0,3124.0,3092.449951171875,3101.949951171875,3010.12744140625,1790816,3190.569990234375
189,2022-10-07,3097.39990234375,3105.0,3058.10009765625,3064.89990234375,2974.174072265625,1939879,3188.53298828125
190,2022-10-10,3010.0,3127.0,3005.0,3118.550048828125,3026.236083984375,3064063,3188.5859912109377
191,2022-10-11,3100.0,3145.0,3053.35009765625,3069.550048828125,2978.686279296875,4730645,3186.199990234375
192,2022-10-12,3084.89990234375,3109.89990234375,3062.050048828125,3100.75,3008.962890625,1665247,3183.004990234375
193,2022-10-13,3100.75,3110.0,3052.35009765625,3103.300048828125,3011.4375,2054781,3179.032993164062
194,2022-10-14,3145.0,3150.0,3071.0,3099.14990234375,3007.41015625,2245977,3175.039990234375
195,2022-10-17,3072.64990234375,3128.39990234375,3071.449951171875,3111.75,3027.4521484375,1517005,3171.4389892578124
196,2022-10-18,3150.0,3155.35009765625,3128.550048828125,3144.699951171875,3059.509521484375,1793722,3167.54298828125
197,2022-10-19,3159.0,3159.0,3112.0,3121.85009765625,3037.27880859375,1194289,3162.8809912109373
198,2022-10-20,3105.0,3160.0,3105.0,3157.300048828125,3071.768310546875,1587601,3158.725991210937
199,2022-10-21,3157.800048828125,3160.39990234375,3127.0,3137.39990234375,3052.407470703125,1021913,3153.984990234375
200,2022-10-24,3170.10009765625,3178.0,3155.0,3161.699951171875,3076.049072265625,260949,3150.1339892578126
201,2022-10-25,3180.5,3184.25,3151.14990234375,3162.10009765625,3076.4384765625,2069643,3144.9259912109374
202,2022-10-27,3160.699951171875,3174.0,3134.35009765625,3157.39990234375,3071.865478515625,2438421,3140.04298828125
203,2022-10-28,3150.0,3178.5,3145.0,3163.25,3077.55712890625,1355739,3135.4539892578123
204,2022-10-31,3199.0,3199.0,3177.800048828125,3193.14990234375,3106.64697265625,1919414,3131.2949853515624
205,2022-11-01,3214.5,3262.60009765625,3203.449951171875,3259.699951171875,3171.394287109375,2991060,3128.863984375
206,2022-11-02,3270.0,3270.0,3222.050048828125,3241.699951171875,3153.8818359375,1405955,3125.9829833984377
207,2022-11-03,3228.050048828125,3228.050048828125,3195.0,3206.75,3119.87890625,1422652,3123.026982421875
208,2022-11-04,3217.0,3220.050048828125,3166.14990234375,3217.39990234375,3130.240234375,1464013,3121.682978515625
209,2022-11-07,3229.0,3242.800048828125,3195.10009765625,3233.699951171875,3146.0986328125,1474498,3121.2499755859376
210,2022-11-09,3249.800048828125,3249.800048828125,3201.64990234375,3216.050048828125,3128.927001953125,1162267,3121.2069775390623
211,2022-11-10,3170.0,3225.0,3170.0,3205.64990234375,3118.808349609375,1573092,3120.8759765625
212,2022-11-11,3269.60009765625,3341.60009765625,3255.050048828125,3315.949951171875,3226.12060546875,3265394,3124.543974609375
213,2022-11-14,3324.0,3349.0,3309.0,3335.5,3245.140869140625,1342074,3127.0309765625
214,2022-11-15,3321.0,3339.949951171875,3292.0,3332.60009765625,3242.3193359375,1400708,3131.0489794921878
215,2022-11-16,3338.89990234375,3367.89990234375,3321.449951171875,3355.35009765625,3264.453125,1748235,3135.5479833984373
216,2022-11-17,3340.0,3360.0,3317.75,3349.0,3258.275146484375,1417986,3139.8599853515625
217,2022-11-18,3350.0,3362.75,3321.0,3343.449951171875,3252.87548828125,1164540,3144.1879833984376
218,2022-11-21,3322.5,3333.699951171875,3273.0,3283.5,3194.549560546875,1304194,3146.8659814453126
219,2022-11-22,3280.0,3318.949951171875,3255.25,3314.949951171875,3225.1474609375,1149739,3149.771982421875
220,2022-11-23,3330.0,3330.0,3291.0,3308.300048828125,3218.677734375,1150011,3151.5849853515624
221,2022-11-24,3316.25,3392.949951171875,3308.300048828125,3380.14990234375,3288.581298828125,1296591,3154.328984375
222,2022-11-25,3383.0,3403.35009765625,3348.0,3389.64990234375,3297.82373046875,1588981,3157.53498046875
223,2022-11-28,3366.0,3417.0,3365.550048828125,3395.25,3303.272216796875,2195437,3163.031982421875
224,2022-11-29,3383.0,3429.0,3383.0,3397.35009765625,3305.3154296875,1576028,3168.891982421875
225,2022-11-30,3383.0,3414.89990234375,3375.0,3390.800048828125,3298.94287109375,3410702,3176.533984375
226,2022-12-01,3425.0,3480.0,3420.0,3475.64990234375,3381.494140625,2180856,3185.4709814453126
227,2022-12-02,3458.10009765625,3468.89990234375,3413.0,3439.14990234375,3345.98291015625,2411749,3193.447978515625
228,2022-12-05,3433.0,3439.14990234375,3407.0,3425.89990234375,3333.091796875,1475065,3201.9419775390625
229,2022-12-06,3400.050048828125,3407.949951171875,3368.0,3385.35009765625,3293.640380859375,1166999,3209.5009814453124
230,2022-12-07,3368.300048828125,3393.699951171875,3354.0,3380.60009765625,3289.019287109375,1167505,3217.471982421875
231,2022-12-08,3360.0,3380.60009765625,3339.449951171875,3350.550048828125,3259.783203125,1285619,3224.5949853515626
232,2022-12-09,3374.10009765625,3374.10009765625,3276.35009765625,3292.75,3203.548828125,1797896,3230.100986328125
233,2022-12-12,3255.5,3296.0,3236.10009765625,3286.449951171875,3197.419677734375,1527610,3235.1169873046874
234,2022-12-13,3277.199951171875,3336.449951171875,3267.800048828125,3332.10009765625,3241.8330078125,1378016,3241.81298828125
235,2022-12-14,3348.800048828125,3377.0,3340.89990234375,3365.35009765625,3274.182373046875,1213311,3249.028989257813
236,2022-12-15,3358.800048828125,3364.75,3298.949951171875,3305.10009765625,3215.564453125,1415694,3255.4319921875
237,2022-12-16,3275.0,3292.0,3225.199951171875,3240.25,3152.47119140625,2703680,3258.413994140625
238,2022-12-19,3227.0,3245.5,3194.5,3202.050048828125,3115.30615234375,2120965,3260.41599609375
239,2022-12-20,3198.89990234375,3249.0,3163.64990234375,3243.949951171875,3156.071044921875,1529971,3263.9969970703123
240,2022-12-21,3249.0,3283.050048828125,3240.0,3268.550048828125,3180.004638671875,1432566,3266.9969970703123
241,2022-12-22,3294.0,3294.0,3245.10009765625,3259.699951171875,3171.394287109375,1384101,3270.799995117188
242,2022-12-23,3217.0,3266.85009765625,3217.0,3228.35009765625,3140.893798828125,1360281,3273.3519970703123
243,2022-12-26,3228.35009765625,3272.0,3225.050048828125,3252.89990234375,3164.7783203125,870157,3276.343994140625
244,2022-12-27,3269.199951171875,3273.800048828125,3231.5,3259.5,3171.19970703125,835883,3279.55099609375
245,2022-12-28,3249.800048828125,3266.10009765625,3226.0,3257.10009765625,3168.86474609375,910795,3282.457998046875
246,2022-12-29,3231.10009765625,3271.5,3228.0,3268.75,3180.19921875,1037927,3284.9389990234376
247,2022-12-30,3286.050048828125,3299.0,3246.199951171875,3256.699951171875,3168.475341796875,1163131,3287.63599609375
